_id,Year,FSA,ANIMAL_TYPE,PRIMARY_BREED
125274,2025,M5B,CAT,DOMESTIC SH
125275,2023,M5B,CAT,DOMESTIC SH
125276,2024,M3N,CAT,DOMESTIC SH
125277,2025,M3N,CAT,DOMESTIC SH
125278,2024,M8W,CAT,SCOTTISH FOLD
125279,2025,M8W,CAT,SCOTTISH FOLD
125280,2025,M8W,CAT,SCOTTISH FOLD
125281,2023,M8W,CAT,SCOTTISH FOLD
125282,2024,M8W,CAT,SCOTTISH FOLD
125283,2025,M8W,CAT,SCOTTISH FOLD
125284,2023,M6S,DOG,POODLE MIN
125285,2024,M6S,DOG,POODLE MIN
125286,2023,M4P,DOG,YORKSHIRE TERR
125287,2024,M4P,DOG,YORKSHIRE TERR
125288,2024,M4P,DOG,PEKINGESE
125289,2025,M4P,DOG,GOLDEN RETR
125290,2024,M4P,DOG,GOLDEN RETR
125291,2024,M6G,DOG,DOBERMAN PINSCH
125292,2025,M6G,DOG,DOBERMAN PINSCH
125293,2025,M6G,DOG,BERNESE MTN DOG
125294,2023,M6G,DOG,BERNESE MTN DOG
125295,2024,M6J,DOG,KARELIAN BEAR
125296,2025,M6J,DOG,KARELIAN BEAR
125297,2023,M5V,DOG,CHIHUAHUA SH
125298,2024,M5V,DOG,CHIHUAHUA SH
125299,2023,M5V,DOG,SHIBA INU
125300,2024,M5V,DOG,SHIBA INU
125301,2023,M1S,DOG,SIBERIAN HUSKY
125302,2024,M1S,DOG,SIBERIAN HUSKY
125303,2024,M3H,DOG,AMERICAN STAFF
125304,2025,M3H,DOG,AMERICAN STAFF
125305,2023,M3H,DOG,GERM SHEPHERD
125306,2024,M3H,DOG,GERM SHEPHERD
125307,2025,M3H,DOG,COCKER SPAN
125308,2023,M3H,DOG,COCKER SPAN
125309,2024,M4K,DOG,SPINONE ITAL
125310,2023,M1N,DOG,SCHNAUZER MIN
125311,2024,M1N,DOG,SCHNAUZER MIN
125312,2025,M4P,CAT,DOMESTIC SH
125313,2023,M4P,CAT,DOMESTIC SH
125314,2024,M6S,DOG,POODLE TOY
125315,2025,M6S,DOG,POODLE TOY
125316,2023,M1W,DOG,FILA
125317,2023,M1W,DOG,FILA
125318,2024,M1W,DOG,FILA
125319,2024,M8W,DOG,GERM SHEPHERD
125320,2023,M8W,DOG,GERM SHEPHERD
125321,2025,M8W,DOG,GERM SHEPHERD
125322,2023,M1J,DOG,ST BERNARD SMTH
125323,2024,M1J,DOG,ST BERNARD SMTH
125324,2023,M9A,CAT,DOMESTIC MH
125325,2024,M9A,CAT,DOMESTIC MH
125326,2023,M6C,DOG,AMER BULLDOG
125327,2024,M5J,DOG,SIBERIAN HUSKY
125328,2023,M4S,DOG,GERM SHEPHERD
125329,2023,M6J,DOG,POODLE MIN
125330,2023,M5P,DOG,TERRIER
125331,2023,M1L,DOG,POODLE MIN
125332,2024,M1L,DOG,LABRADOR RETR
125333,2024,M5A,DOG,LABRADOR RETR
125334,2024,M4M,DOG,GERM SHEPHERD
125335,2023,M8Z,DOG,POMERANIAN
125336,2024,M1N,DOG,BULL TERRIER
125337,2024,M1W,DOG,POMERANIAN
125338,2025,M1W,DOG,CHIHUAHUA SH
125339,2025,M1V,DOG,MALTESE
125340,2023,M1P,DOG,BORDER COLLIE
125341,2024,M6C,DOG,SIBERIAN HUSKY
125342,2023,M6N,DOG,MASTIFF
125343,2023,M1B,CAT,DOMESTIC SH
125344,2025,M2N,DOG,AMER BULLDOG
125345,2025,M6J,DOG,TERRIER
125346,2024,M4Y,DOG,SHIH TZU
125347,2023,M8W,DOG,BELG MALINOIS
125348,2023,M6H,DOG,GERM SHEPHERD
125349,2023,M6B,DOG,BORDER COLLIE
125350,2023,M3K,CAT,SCOTTISH FOLD
125351,2025,M9P,DOG,COCKER SPAN
125352,2023,M6J,DOG,DOBERMAN PINSCH
125353,2023,M6J,DOG,DOBERMAN PINSCH
125354,2023,M5R,DOG,RHOD RIDGEBACK
125355,2023,M1H,CAT,DOMESTIC SH
125356,2023,M1G,CAT,DOMESTIC SH
125357,2023,M1H,CAT,DOMESTIC SH
125358,2024,M6H,CAT,DOMESTIC SH
125359,2023,M1E,DOG,POMERANIAN
125360,2023,M3H,CAT,DOMESTIC SH
125361,2025,M6P,DOG,DOGO ARGENTINO
125362,2023,M4E,CAT,DOMESTIC SH
125363,2024,M4E,CAT,DOMESTIC SH
125364,2024,M4E,CAT,DOMESTIC SH
125365,2023,M8W,DOG,GOLDEN RETR
125366,2023,M1M,DOG,BOXER
125367,2023,M6K,DOG,AMER BULLDOG
125368,2023,M3H,DOG,MALTESE
125369,2023,M4K,DOG,CHINESE SHARPEI
125370,2024,M4W,DOG,POODLE TOY
125371,2023,M1C,DOG,GERM SHEPHERD
125372,2023,M6S,CAT,DOMESTIC MH
125373,2023,M6S,CAT,DOMESTIC SH
125374,2023,M6S,CAT,DOMESTIC SH
125375,2023,M1B,DOG,AMER BULLDOG
125376,2023,M6P,CAT,DOMESTIC SH
125377,2023,M2K,DOG,LABRADOR RETR
125378,2023,M1M,CAT,DOMESTIC SH
125379,2024,M6N,DOG,LABRADOR RETR
125380,2023,M5V,DOG,BORDER COLLIE
125381,2023,M6P,DOG,POODLE MIN
125382,2024,M6K,DOG,LABRADOR RETR
125383,2024,M6J,DOG,ALASK MALAMUTE
125384,2023,M5A,DOG,BORDER TERRIER
125385,2023,M9V,DOG,ROTTWEILER
125386,2025,M2N,DOG,SAMOYED
125387,2023,M9C,DOG,COCKER SPAN
125388,2023,M6R,DOG,LABRADOR RETR
125389,2025,M6R,DOG,SC WHEAT TERR
125390,2024,M9C,DOG,LABRADOR RETR
125391,2025,M9B,DOG,BICHON FRISE
125392,2023,M9B,DOG,BICHON FRISE
125393,2026,M9B,DOG,BICHON FRISE
125394,2023,M3A,DOG,TERRIER
125395,2025,M3A,DOG,TERRIER
125396,2023,M4C,DOG,GOLDEN RETR
125397,2026,M4C,DOG,GOLDEN RETR
125398,2024,M3H,DOG,GOLDEN RETR
125399,2025,M3H,DOG,GOLDEN RETR
125400,2025,M4Y,CAT,DOMESTIC SH
125401,2024,M4Y,CAT,DOMESTIC SH
125402,2024,M2H,CAT,DOMESTIC SH
125403,2025,M2H,CAT,DOMESTIC SH
125404,2023,M2H,CAT,DOMESTIC SH
125405,2024,M5R,DOG,POODLE STND
125406,2023,M1K,DOG,SHIH TZU
125407,2025,M1K,DOG,SHIH TZU
125408,2025,M9C,DOG,CAVALIER SPAN
125409,2023,M9C,DOG,CAVALIER SPAN
125410,2023,M6P,DOG,UNKNOWN
125411,2024,M6P,DOG,UNKNOWN
125412,2025,M3H,DOG,POODLE STND
125413,2023,M3H,DOG,POODLE STND
125414,2025,M6M,DOG,POMERANIAN
125415,2024,M4R,CAT,DOMESTIC SH
125416,2023,M4K,CAT,DOMESTIC SH
125417,2024,M4K,CAT,DOMESTIC SH
125418,2023,M6S,CAT,DOMESTIC SH
125419,2024,M6S,CAT,DOMESTIC SH
125420,2025,M8X,DOG,POODLE MIN
125421,2023,M8X,DOG,POODLE MIN
125422,2023,M4J,DOG,MALTESE
125423,2024,M4J,DOG,MALTESE
125424,2023,M4J,DOG,BICHON FRISE
125425,2025,M4N,DOG,POODLE MIN
125426,2024,M5V,DOG,LABRADOR RETR
125427,2025,M5V,DOG,LABRADOR RETR
125428,2024,M5M,DOG,GREAT PYRENEES
125429,2024,M5M,DOG,GREAT PYRENEES
125430,2025,M4L,DOG,WEST HIGHLAND
125431,2025,M6R,DOG,HOUND
125432,2023,M6R,DOG,HOUND
125433,2023,M4T,DOG,POODLE MIN
125434,2025,M4T,DOG,POODLE MIN
125435,2024,M9P,DOG,BORDER COLLIE
125436,2025,M9P,DOG,BORDER COLLIE
125437,2024,M1C,DOG,POODLE MIN
125438,2023,M4X,DOG,LABRADOR RETR
125439,2024,M4X,DOG,LABRADOR RETR
125440,2026,M4G,DOG,POODLE STND
125441,2024,M4G,DOG,POODLE STND
125442,2023,M4G,DOG,POODLE STND
125443,2024,M4N,DOG,ITAL GREYHOUND
125444,2023,M4N,DOG,ITAL GREYHOUND
125445,2023,M5P,DOG,LABRADOR RETR
125446,2023,M4L,DOG,ENG SPRNGR SPAN
125447,2025,M4L,DOG,ENG SPRNGR SPAN
125448,2025,M4T,DOG,PARSON RUSS TER
125449,2023,M4T,DOG,PARSON RUSS TER
125450,2023,M6H,DOG,PARSON RUSS TER
125451,2024,M6H,DOG,PARSON RUSS TER
125452,2025,M6H,DOG,PARSON RUSS TER
125453,2025,M6M,DOG,LABRADOR RETR
125454,2023,M6M,DOG,LABRADOR RETR
125455,2025,M8V,DOG,POODLE MIN
125456,2024,M8V,DOG,POODLE MIN
125457,2025,M8V,DOG,BULL TERR MIN
125458,2024,M8V,DOG,BULL TERR MIN
125459,2023,M6M,CAT,DOMESTIC SH
125460,2024,M6M,CAT,DOMESTIC SH
125461,2025,M6L,CAT,DOMESTIC SH
125462,2024,M6L,CAT,DOMESTIC SH
125463,2024,M3H,DOG,CANAAN DOG
125464,2023,M3H,DOG,CANAAN DOG
125465,2024,M4Y,DOG,LABRADOR RETR
125466,2023,M1W,CAT,DOMESTIC SH
125467,2025,M1W,CAT,DOMESTIC SH
125468,2023,M1W,CAT,DOMESTIC SH
125469,2025,M1W,CAT,DOMESTIC SH
125470,2024,M1W,CAT,DOMESTIC SH
125471,2023,M1W,CAT,DOMESTIC SH
125472,2024,M1S,CAT,DOMESTIC SH
125473,2026,M1S,CAT,DOMESTIC SH
125474,2026,M2R,DOG,GERM SHEPHERD
125475,2024,M2R,DOG,GERM SHEPHERD
125476,2025,M4K,DOG,POODLE STND
125477,2023,M4K,DOG,POODLE STND
125478,2024,M2J,CAT,SIAMESE
125479,2023,M1C,CAT,DOMESTIC SH
125480,2024,M1C,CAT,DOMESTIC SH
125481,2025,M2N,DOG,DACHSHUND MIN
125482,2023,M2N,DOG,DACHSHUND MIN
125483,2023,M4C,DOG,SHIH TZU
125484,2023,M4C,DOG,SHIH TZU
125485,2024,M4C,DOG,SHIH TZU
125486,2024,M9N,DOG,SHIH TZU
125487,2024,M6N,CAT,DOMESTIC SH
125488,2023,M1N,DOG,YORKSHIRE TERR
125489,2025,M1N,DOG,YORKSHIRE TERR
125490,2025,M8W,DOG,PARSON RUSS TER
125491,2024,M8W,DOG,PARSON RUSS TER
125492,2024,M3C,DOG,YORKSHIRE TERR
125493,2025,M1L,CAT,DOMESTIC SH
125494,2023,M1L,CAT,DOMESTIC SH
125495,2025,M4L,DOG,BORDER COLLIE
125496,2023,M4L,DOG,BORDER COLLIE
125497,2023,M5M,DOG,VIZSLA
125498,2024,M5M,DOG,VIZSLA
125499,2024,M6P,DOG,PARSON RUSS TER
125500,2023,M6P,DOG,PARSON RUSS TER
125501,2024,M6P,CAT,DOMESTIC LH
125502,2025,M6P,CAT,DOMESTIC LH
125503,2024,M6P,CAT,DOMESTIC LH
125504,2025,M6P,CAT,DOMESTIC LH
125505,2023,M6K,DOG,BOSTON TERRIER
125506,2025,M6K,DOG,BOSTON TERRIER
125507,2024,M6P,DOG,AMER BULLDOG
125508,2023,M6P,DOG,AMER BULLDOG
125509,2024,M5M,DOG,AUST SHEPHERD
125510,2023,M5M,DOG,AUST SHEPHERD
125511,2024,M8Y,DOG,LABRADOR RETR
125512,2025,M8Y,DOG,LABRADOR RETR
125513,2025,M8V,DOG,WEST HIGHLAND
125514,2024,M8V,DOG,WEST HIGHLAND
125515,2024,M4X,DOG,LABRADOR RETR
125516,2025,M1N,CAT,DOMESTIC MH
125517,2024,M1N,CAT,DOMESTIC MH
125518,2025,M1N,CAT,DOMESTIC SH
125519,2024,M1N,CAT,DOMESTIC SH
125520,2024,M3B,DOG,DACHSHUND
125521,2025,M3B,DOG,DACHSHUND
125522,2024,M8Y,DOG,NS DUCK TOLLING
125523,2025,M1W,DOG,LABRADOR RETR
125524,2024,M4R,DOG,SIBERIAN HUSKY
125525,2025,M4R,DOG,SIBERIAN HUSKY
125526,2023,M5E,CAT,DOMESTIC SH
125527,2024,M5E,CAT,DOMESTIC SH
125528,2025,M1V,DOG,HOUND
125529,2024,M1V,DOG,HOUND
125530,2023,M4A,DOG,FLAT COAT RETR
125531,2024,M4A,DOG,FLAT COAT RETR
125532,2024,M4J,DOG,LABRADOR RETR
125533,2025,M4J,DOG,LABRADOR RETR
125534,2023,M3A,CAT,DOMESTIC MH
125535,2025,M8W,CAT,DOMESTIC SH
125536,2023,M4X,DOG,CHIHUAHUA SH
125537,2025,M3M,CAT,DOMESTIC MH
125538,2023,M3M,CAT,DOMESTIC MH
125539,2025,M6K,DOG,LABRADOR RETR
125540,2023,M6K,DOG,LABRADOR RETR
125541,2025,M4J,DOG,HOUND
125542,2025,M5P,DOG,DANDIE DINMONT
125543,2023,M5P,DOG,DANDIE DINMONT
125544,2025,M6H,DOG,BRITTANY
125545,2024,M6H,DOG,BRITTANY
125546,2023,M1X,DOG,AMER BULLDOG
125547,2024,M1X,DOG,AMER BULLDOG
125548,2023,M4L,DOG,BOSTON TERRIER
125549,2024,M4L,DOG,BOSTON TERRIER
125550,2024,M6E,DOG,BERNESE MTN DOG
125551,2025,M6H,DOG,BEAGLE
125552,2023,M6H,DOG,BEAGLE
125553,2025,M4J,DOG,GOLDEN RETR
125554,2024,M4J,DOG,GOLDEN RETR
125555,2023,M6H,DOG,WELSH CORGI CAR
125556,2024,M6H,DOG,WELSH CORGI CAR
125557,2025,M6G,DOG,BOXER
125558,2024,M6G,DOG,BOXER
125559,2024,M1N,DOG,SCHNAUZER MIN
125560,2025,M1N,DOG,SCHNAUZER MIN
125561,2025,M9C,DOG,GOLDEN RETR
125562,2026,M4Y,CAT,DOMESTIC SH
125563,2023,M6H,DOG,AUST SHEPHERD
125564,2023,M4E,CAT,DOMESTIC SH
125565,2023,M8V,DOG,SC WHEAT TERR
125566,2023,M8Y,DOG,PORT WATER DOG
125567,2025,M4P,DOG,GOLDEN RETR
125568,2025,M5G,CAT,DOMESTIC LH
125569,2023,M1G,DOG,COCKER SPAN
125570,2024,M6N,CAT,DOMESTIC SH
125571,2023,M9W,CAT,DOMESTIC SH
125572,2023,M9M,CAT,DOMESTIC MH
125573,2023,M3L,DOG,LABRADOR RETR
125574,2024,M3L,DOG,CANE CORSO
125575,2023,M2J,DOG,SHIBA INU
125576,2024,M2J,CAT,DOMESTIC MH
125577,2023,M4N,DOG,PUG
125578,2023,M4N,DOG,FRENCH BULLDOG
125579,2024,M3J,CAT,DOMESTIC SH
125580,2023,M6H,DOG,GOLDEN RETR
125581,2024,M5A,DOG,LHASA APSO
125582,2025,M6N,DOG,MALTESE
125583,2023,M2M,DOG,CHIHUAHUA SH
125584,2025,M9C,DOG,COCKER SPAN
125585,2025,M1P,DOG,COCKER SPAN
125586,2023,M8V,CAT,BENGAL
125587,2023,M5B,CAT,DOMESTIC SH
125588,2024,M6P,DOG,LABRADOR RETR
125589,2025,M6M,DOG,MIN PINSCHER
125590,2023,M6N,CAT,DOMESTIC SH
125591,2023,M9A,DOG,GOLDEN RETR
125592,2024,M4K,DOG,WEST HIGHLAND
125593,2023,M4P,CAT,DOMESTIC SH
125594,2024,M4L,DOG,AMER BULLDOG
125595,2024,M4L,CAT,DOMESTIC SH
125596,2023,M4M,CAT,DOMESTIC SH
125597,2023,M6P,DOG,MASTIFF
125598,2024,M4H,CAT,DOMESTIC SH
125599,2023,M9C,DOG,YORKSHIRE TERR
125600,2023,M3J,DOG,HOUND
125601,2023,M6M,DOG,COCKER SPAN
125602,2023,M6M,DOG,UNKNOWN
125603,2023,M5V,DOG,GOLDEN RETR
125604,2024,M3L,DOG,POINTER
125605,2023,M4K,DOG,LABRADOR RETR
125606,2026,M9B,DOG,BEAGLE
125607,2023,M2J,DOG,SHIBA INU
125608,2023,M8V,DOG,AUST SHEPHERD
125609,2023,M8V,CAT,DOMESTIC SH
125610,2023,M6G,DOG,GERM SHEPHERD
125611,2023,M4K,DOG,BOSTON TERRIER
125612,2023,M1M,DOG,MASTIFF
125613,2023,M9R,CAT,DOMESTIC MH
125614,2025,M5V,DOG,HAVANESE
125615,2024,M4T,DOG,CHIHUAHUA SH
125616,2024,M6K,DOG,BELG MALINOIS
125617,2023,M6P,DOG,BOXER
125618,2023,M2J,DOG,POMERANIAN
125619,2023,M5V,DOG,CANE CORSO
125620,2024,M4W,DOG,POODLE STND
125621,2023,M4J,DOG,GOLDEN RETR
125622,2023,M6P,DOG,GERM SHEPHERD
125623,2023,M5M,DOG,WELSH CORGI CAR
125624,2024,M5M,DOG,PEKINGESE
125625,2024,M5M,DOG,YORKSHIRE TERR
125626,2023,M6J,CAT,DOMESTIC SH
125627,2023,M9M,DOG,LABRADOR RETR
125628,2023,M9V,DOG,BOXER
125629,2025,M1R,DOG,LABRADOR RETR
125630,2025,M9V,DOG,ROTTWEILER
125631,2023,M1S,DOG,YORKSHIRE TERR
125632,2023,M1G,CAT,DOMESTIC LH
125633,2023,M1C,CAT,DOMESTIC LH
125634,2023,M2J,CAT,DOMESTIC SH
125635,2023,M1K,CAT,DOMESTIC SH
125636,2023,M9R,CAT,DOMESTIC LH
125637,2024,M1W,DOG,CHIHUAHUA SH
125638,2023,M8V,DOG,YORKSHIRE TERR
125639,2023,M8V,DOG,YORKSHIRE TERR
125640,2024,M9C,DOG,COCKER SPAN
125641,2023,M1J,DOG,AMER BULLDOG
125642,2023,M1J,DOG,AMER BULLDOG
125643,2023,M3N,CAT,DOMESTIC SH
125644,2023,M3N,CAT,DOMESTIC SH
125645,2023,M2N,CAT,DOMESTIC MH
125646,2026,M9N,CAT,DOMESTIC SH
125647,2025,M3H,DOG,TR WALKER HOUND
125648,2025,M9C,CAT,DOMESTIC SH
125649,2023,M5B,CAT,DOMESTIC SH
125650,2023,M4J,DOG,AMER BULLDOG
125651,2023,M4J,DOG,MALTESE
125652,2023,M5A,DOG,LABRADOR RETR
125653,2023,M6C,DOG,LABRADOR RETR
125654,2023,M6C,DOG,LABRADOR RETR
125655,2025,M1T,DOG,HOUND
125656,2023,M6N,CAT,DOMESTIC SH
125657,2023,M6N,CAT,DOMESTIC SH
125658,2023,M1K,DOG,DOGO ARGENTINO
125659,2023,M1N,CAT,DOMESTIC SH
125660,2023,M4C,DOG,CANE CORSO
125661,2023,M5E,DOG,POODLE TOY
125662,2024,M5B,DOG,YORKSHIRE TERR
125663,2024,M6N,DOG,BLACK MOUTH CUR
125664,2024,M1R,DOG,GOLDEN RETR
125665,2025,M4V,DOG,DACHSHUND
125666,2025,M4C,DOG,OLDENG SHEEPDOG
125667,2023,M5A,DOG,POMERANIAN
125668,2026,M4R,DOG,WEST HIGHLAND
125669,2025,M4J,DOG,POODLE MIN
125670,2024,M2R,DOG,GERM SHEPHERD
125671,2023,M6H,DOG,LABRADOR RETR
125672,2025,M2N,DOG,IRISH WOLFHOUND
125673,2023,M2N,DOG,IRISH WOLFHOUND
125674,2025,M4G,DOG,SIBERIAN HUSKY
125675,2023,M2N,DOG,SIBERIAN HUSKY
125676,2026,M3A,DOG,GERM SHEPHERD
125677,2023,M1V,DOG,POODLE TOY
125678,2024,M1V,DOG,POODLE TOY
125679,2024,M1V,DOG,POODLE TOY
125680,2025,M3A,DOG,CAVALIER SPAN
125681,2023,M4Y,DOG,GOLDEN RETR
125682,2025,M4Y,DOG,CHIHUAHUA SH
125683,2024,M4Y,CAT,DOMESTIC SH
125684,2024,M6J,DOG,GREAT PYRENEES
125685,2024,M6R,DOG,POODLE STND
125686,2023,M3B,DOG,BLOODHOUND
125687,2023,M5V,DOG,POINTER
125688,2025,M3C,DOG,LABRADOR RETR
125689,2024,M2N,CAT,DOMESTIC SH
125690,2023,M5R,DOG,CHIHUAHUA SH
125691,2023,M9R,DOG,BOXER
125692,2023,M6H,CAT,DOMESTIC SH
125693,2025,M5S,DOG,LABRADOR RETR
125694,2023,M1M,DOG,GERM SHEPHERD
125695,2025,M2J,DOG,PUG
125696,2023,M4P,DOG,BORDER COLLIE
125697,2023,M9C,DOG,POODLE MIN
125698,2023,M4Y,DOG,HOUND
125699,2025,M2M,DOG,AUST SHEPHERD
125700,2023,M5E,CAT,DOMESTIC SH
125701,2023,M1T,DOG,WELSH CORGI CAR
125702,2024,M1M,CAT,NORWGN FOREST
125703,2023,M9A,DOG,BICHON FRISE
125704,2025,M6J,CAT,PERSIAN
125705,2023,M6K,CAT,DOMESTIC SH
125706,2025,M4X,DOG,POODLE MIN
125707,2024,M2M,DOG,PARSON RUSS TER
125708,2025,M5V,DOG,BASSET HOUND
125709,2023,M1X,DOG,CANE CORSO
125710,2023,M1W,DOG,BEAGLE
125711,2024,M1M,DOG,ENG POINTER
125712,2025,M4C,DOG,POODLE MIN
125713,2025,M2K,DOG,COCKER SPAN
125714,2026,M5N,DOG,OLDENG SHEEPDOG
125715,2023,M6E,DOG,COCKER SPAN
125716,2023,M4X,DOG,GOLDEN RETR
125717,2024,M6N,DOG,LABRADOR RETR
125718,2023,M2N,DOG,SIBERIAN HUSKY
125719,2024,M3N,CAT,DOMESTIC LH
125720,2023,M9V,CAT,DOMESTIC SH
125721,2024,M5P,CAT,DOMESTIC LH
125722,2024,M1E,CAT,DOMESTIC SH
125723,2023,M4S,CAT,DOMESTIC SH
125724,2023,M4S,DOG,POODLE STND
125725,2023,M3M,DOG,GOLDEN RETR
125726,2026,M5R,DOG,GOLDEN RETR
125727,2024,M6N,CAT,DOMESTIC SH
125728,2024,M6N,CAT,DOMESTIC SH
125729,2023,M1E,DOG,ALASKAN HUSKY
125730,2024,M5V,CAT,DOMESTIC SH
125731,2023,M1B,CAT,DOMESTIC SH
125732,2025,M9B,DOG,SHIH TZU
125733,2023,M6R,CAT,PERSIAN
125734,2023,M6A,DOG,GERM SHEPHERD
125735,2024,M6G,CAT,BENGAL
125736,2025,M5A,DOG,COCKER SPAN
125737,2024,M4L,DOG,GOLDEN RETR
125738,2023,M1B,DOG,AMER BULLDOG
125739,2023,M8V,DOG,BORDER COLLIE
125740,2025,M8Y,DOG,MAREMMA SHEEPDG
125741,2024,M6A,DOG,AMER BULLDOG
125742,2023,M1E,DOG,DOBERMAN PINSCH
125743,2023,M6P,CAT,DOMESTIC SH
125744,2023,M9C,DOG,BOUV FLANDRES
125745,2024,M6P,DOG,PORT WATER DOG
125746,2024,M5A,DOG,AMER BULLDOG
125747,2023,M8Y,DOG,WELSH CORGI PEM
125748,2025,M6E,DOG,BASSET HOUND
125749,2023,M1E,DOG,GOLDEN RETR
125750,2024,M8Z,DOG,SC WHEAT TERR
125751,2023,M6L,DOG,LABRADOR RETR
125752,2023,M6K,CAT,DOMESTIC SH
125753,2024,M6K,CAT,DOMESTIC SH
125754,2025,M6P,DOG,GOLDEN RETR
125755,2025,M4M,DOG,POODLE TOY
125756,2023,M4S,DOG,SAMOYED
125757,2025,M9R,DOG,LABRADOR RETR
125758,2025,M1S,CAT,DOMESTIC SH
125759,2023,M1N,DOG,WELSH CORGI CAR
125760,2025,M8V,DOG,YORKSHIRE TERR
125761,2025,M8W,DOG,SIBERIAN HUSKY
125762,2025,M1B,DOG,GOLDEN RETR
125763,2024,M1M,DOG,DACHSHUND LH
125764,2025,M3C,DOG,YORKSHIRE TERR
125765,2026,M9R,DOG,AMER BULLDOG
125766,2024,M1K,CAT,DOMESTIC SH
125767,2023,M1P,DOG,GERM SHEPHERD
125768,2025,M8Y,DOG,CHIHUAHUA SH
125769,2023,M1P,DOG,POODLE MIN
125770,2025,M1P,DOG,POMERANIAN
125771,2023,M1R,DOG,MASTIFF
125772,2025,M6C,DOG,GERM SHEPHERD
125773,2025,M1L,DOG,SIBERIAN HUSKY
125774,2025,M1E,CAT,SCOTTISH FOLD
125775,2023,M4A,DOG,GERM SHEPHERD
125776,2025,M6R,DOG,BORDER COLLIE
125777,2025,M5A,CAT,DOMESTIC SH
125778,2023,M5A,CAT,DOMESTIC SH
125779,2023,M4R,CAT,DOMESTIC LH
125780,2024,M5A,DOG,LABRADOR RETR
125781,2024,M1G,DOG,ALASKAN HUSKY
125782,2025,M1N,DOG,TERRIER
125783,2023,M3H,DOG,FILA
125784,2023,M3H,DOG,DALMATIAN
125785,2023,M3H,CAT,DOMESTIC MH
125786,2023,M3H,CAT,DOMESTIC MH
125787,2024,M5B,DOG,TERRIER
125788,2025,M4W,DOG,LABRADOR RETR
125789,2023,M5B,DOG,TERRIER
125790,2025,M6N,DOG,GOLDEN RETR
125791,2023,M4Y,DOG,SHIH TZU
125792,2023,M6P,DOG,SIBERIAN HUSKY
125793,2023,M4J,CAT,DOMESTIC SH
125794,2023,M1R,DOG,ROTTWEILER
125795,2023,M1R,DOG,ROTTWEILER
125796,2024,M5A,DOG,PUG
125797,2023,M5R,CAT,DOMESTIC SH
125798,2023,M9R,DOG,SAMOYED
125799,2023,M4Y,CAT,DOMESTIC MH
125800,2025,M9C,DOG,SHIH TZU
125801,2023,M5T,CAT,DOMESTIC SH
125802,2025,M5T,CAT,DOMESTIC SH
125803,2025,M5T,CAT,DOMESTIC SH
125804,2023,M1E,DOG,DOGO ARGENTINO
125805,2023,M1E,DOG,FRENCH BULLDOG
125806,2023,M1E,DOG,BERNESE MTN DOG
125807,2023,M1W,DOG,SIBERIAN HUSKY
125808,2023,M1N,DOG,SAMOYED
125809,2023,M4J,DOG,BOSTON TERRIER
125810,2023,M4J,DOG,BOSTON TERRIER
125811,2023,M2P,CAT,DOMESTIC LH
125812,2023,M2P,CAT,DOMESTIC SH
125813,2024,M5J,DOG,LABRADOR RETR
125814,2025,M8W,DOG,SIBERIAN HUSKY
125815,2023,M4K,CAT,RUSSIAN BLUE
125816,2025,M1N,DOG,HAVANESE
125817,2025,M5R,DOG,ROTTWEILER
125818,2025,M8Y,DOG,ENG SPRNGR SPAN
125819,2025,M4Y,DOG,LABRADOR RETR
125820,2024,M2K,DOG,GERM SHEPHERD
125821,2023,M6H,DOG,LABRADOR RETR
125822,2023,M5G,DOG,SIBERIAN HUSKY
125823,2024,M1C,DOG,DACHSHUND MIN
125824,2025,M5V,DOG,LABRADOR RETR
125825,2023,M2N,DOG,LABRADOR RETR
125826,2025,M9B,DOG,POODLE MIN
125827,2025,M5M,DOG,POODLE MIN
125828,2025,M1N,DOG,ENG SPRNGR SPAN
125829,2025,M2H,DOG,GOLDEN RETR
125830,2023,M1C,DOG,AUST SHEPHERD
125831,2023,M2M,DOG,POODLE MIN
125832,2024,M5A,DOG,HAVANESE
125833,2023,M4C,DOG,PARSON RUSS TER
125834,2025,M4G,DOG,BOUV FLANDRES
125835,2025,M5V,DOG,POTCAKE
125836,2023,M8V,DOG,POODLE MIN
125837,2023,M2J,CAT,DOMESTIC SH
125838,2023,M6P,DOG,RAT TERRIER
125839,2024,M2R,DOG,POODLE MIN
125840,2025,M4Y,DOG,SHIBA INU
125841,2024,M9V,CAT,DOMESTIC SH
125842,2025,M4W,DOG,POODLE STND
125843,2023,M5R,DOG,CHIHUAHUA SH
125844,2025,M4X,DOG,ROTTWEILER
125845,2023,M9B,DOG,GERM SHEPHERD
125846,2024,M5A,DOG,GERM SHEPHERD
125847,2023,M1V,CAT,BENGAL
125848,2024,M4J,DOG,POODLE TOY
125849,2024,M9C,CAT,SIAMESE
125850,2023,M8Z,DOG,POMERANIAN
125851,2024,M6M,DOG,MALTESE
125852,2024,M4R,DOG,DACHSHUND
125853,2025,M4R,DOG,DACHSHUND
125854,2025,M1J,DOG,GOLDEN RETR
125855,2025,M5V,CAT,DOMESTIC MH
125856,2023,M4V,CAT,PERSIAN
125857,2023,M5G,CAT,DOMESTIC SH
125858,2024,M6J,CAT,DOMESTIC SH
125859,2026,M4E,CAT,DOMESTIC SH
125860,2024,M6H,CAT,DOMESTIC SH
125861,2023,M4Y,CAT,DOMESTIC MH
